SettingsStartDate,EndDateSpecified,SettingsNotes,VCRNum,Channels,TapeDetails,ShowNum,StartTime,EndTime,Channel,Freq,Hours,ShowName,ConcatenatedShows,EndConcatenate
12/1/1996,,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,4,10:00 PM,11:00 PM,4, Tue Wkly,1,Dateline NBC,"Natl/Local, Natl/Local/60 Min, Charlie Rose, Dateline NBC",0
12/1/1996,,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,5,10:00 PM,11:00 PM,7, Wed Wkly,1,Dateline NBC,"Natl/Local, Natl/Local/60 Min, Charlie Rose, Dateline NBC, Dateline NBC",0
12/1/1996,,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,6,10:00 PM,11:00 PM,7, Thur Wkly,1,Turning Point,"Natl/Local, Natl/Local/60 Min, Charlie Rose, Dateline NBC, Dateline NBC, Turning Point",1
12/1/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,1,04:30 PM,08:00 PM,CNN, Daily,3.5,CR/News/IP/LK/News,CR/News/IP/LK/News,0
12/1/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,2,12:00 PM,01:30 PM,CNN, Daily,1.5,Talkback/IP,"CR/News/IP/LK/News, Talkback/IP",0
12/1/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,3,09:30 AM,10:30 AM,CNN, Daily,1,Burden of Proof/News,"CR/News/IP/LK/News, Talkback/IP, Burden of Proof/News",0
12/1/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,4,08:00 AM,08:30 AM,CNN, Sat,0.5,Sci-Tech News,"CR/News/IP/LK/News, Talkback/IP, Burden of Proof/News, Sci-Tech News",0
12/1/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,7,03:30 PM,04:00 PM,CNN,Sun,0.5,Rel Srces,"CR/News/IP/LK/News, Talkback/IP, Burden of Proof/News, Sci-Tech News, Rel Srces",0
12/1/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,8,06:00 PM,07:00 PM,CNN,Sun,1,CNN Presents,"CR/News/IP/LK/News, Talkback/IP, Burden of Proof/News, Sci-Tech News, Rel Srces, CNN Presents",1
12/1/1996,,,6,"2,4,7,11",,1,05:00 PM,07:00 PM,4, Sat Wkly,2,Local/Natl/McLaughlin,Local/Natl/McLaughlin,0
12/1/1996,,,6,"2,4,7,11",,2,05:00 PM,06:00 PM,4, Sun Wkly,1,Local/Natl,"Local/Natl/McLaughlin, Local/Natl",0
12/1/1996,,,6,"2,4,7,11",,3,07:00 PM,08:00 PM,4, Sun Wkly,1,Dateline NBC,"Local/Natl/McLaughlin, Local/Natl, Dateline NBC",0
12/1/1996,,,6,"2,4,7,11",,4,07:00 AM,08:00 AM,4, Sun Wkly,1,MTP,"Local/Natl/McLaughlin, Local/Natl, Dateline NBC, MTP",0
12/1/1996,,,6,"2,4,7,11",,5,09:00 AM,09:30 AM,2, Sun Wkly,0.5,FTN,"Local/Natl/McLaughlin, Local/Natl, Dateline NBC, MTP, FTN",0
12/1/1996,,,6,"2,4,7,11",,6,10:00 AM,11:00 AM,7, Sun Wkly,1,This Week,"Local/Natl/McLaughlin, Local/Natl, Dateline NBC, MTP, FTN, This Week",0
12/1/1996,,,6,"2,4,7,11",,7,08:00 PM,08:30 PM,11, Sat Wkly,0.5,Cops,"Local/Natl/McLaughlin, Local/Natl, Dateline NBC, MTP, FTN, This Week, Cops",0
12/1/1996,,,6,"2,4,7,11",,8,10:00 PM,11:00 PM,7, Thur Wkly,1,Turning Point,"Local/Natl/McLaughlin, Local/Natl, Dateline NBC, MTP, FTN, This Week, Cops, Turning Point",1
12/1/1996,,,7,"2,4,7,11",,1,06:00 PM,07:00 PM,7, Sat Wkly,1,Local/Natl,Local/Natl,0
12/1/1996,,,7,"2,4,7,11",,2,05:30 PM,06:30 PM,7, Sun Wkly,1,Local/Natl,"Local/Natl, Local/Natl",0
12/1/1996,,,7,"2,4,7,11",,3,10:00 PM,11:00 PM,2, Thur Wkly,1,48 Hrs,"Local/Natl, Local/Natl, 48 Hrs",0
12/1/1996,,,7,"2,4,7,11",,4,08:00 PM,10:00 PM,4, Fri Wkly,2,Uns Mys/Dateline NBC,"Local/Natl, Local/Natl, 48 Hrs, Uns Mys/Dateline NBC",0
12/1/1996,,,7,"2,4,7,11",,5,10:00 PM,11:00 PM,7, Fri Wkly,1,20/20,"Local/Natl, Local/Natl, 48 Hrs, Uns Mys/Dateline NBC, 20/20",0
12/1/1996,,,7,"2,4,7,11",,6,10:00 PM,11:00 PM,7, Wed Wkly,1,Prime Time Live,"Local/Natl, Local/Natl, 48 Hrs, Uns Mys/Dateline NBC, 20/20, Prime Time Live",1
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,1,"2,5,9",,1,07:00 AM,09:00 AM,2, Daily,2,CBS AM,CBS AM,0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,1,"2,5,9",,2,04:00 PM,08:00 PM,2, Daily,4,Local/Natl/Tabs,"CBS AM, Local/Natl/Tabs",0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,1,"2,5,9",,3,10:00 PM,10:30 PM,5, Daily,0.5,KTLA,"CBS AM, Local/Natl/Tabs, KTLA",0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,1,"2,5,9",,4,11:00 PM,12:00 AM,2, Daily,1,CBS/Letterman,"CBS AM, Local/Natl/Tabs, KTLA, CBS/Letterman",0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,1,"2,5,9",,5,03:00 PM,04:00 PM,2,Daily,1,Geraldo,"CBS AM, Local/Natl/Tabs, KTLA, CBS/Letterman, Geraldo",1
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,2,"4,9",T-160 Daily,1,07:00 AM,09:00 AM,4,Daily,2,TODAY,TODAY,0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,2,"4,9",T-160 Daily,2,04:00 PM,08:00 PM,4,Daily,4,Local/Natl/Tabs,"TODAY, Local/Natl/Tabs",0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,2,"4,9",T-160 Daily,3,08:00 PM,08:30 PM,9,Daily,0.5,KCAL,"TODAY, Local/Natl/Tabs, KCAL",0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,2,"4,9",T-160 Daily,4,10:00 PM,10:30 PM,9,Daily,0.5,KCAL,"TODAY, Local/Natl/Tabs, KCAL, KCAL",0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,2,"4,9",T-160 Daily,5,11:00 PM,12:00 AM,4,Daily,1,KNBC/Leno,"TODAY, Local/Natl/Tabs, KCAL, KCAL, KNBC/Leno",1
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,1,07:00 AM,09:00 AM,7, Daily,2,GMA,GMA,0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,2,04:00 PM,07:00 PM,7, Daily 9/3,3,Local/Natl,"GMA, Local/Natl",0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,3,07:00 PM,08:00 PM,9, Daily,1,Tabs,"GMA, Local/Natl, Tabs",0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,4,10:00 PM,10:30 PM,11, Daily,0.5,KTTV,"GMA, Local/Natl, Tabs, KTTV",0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,5,11:00 PM,12:07 AM,7, Daily,1,KABC/Nightline,"GMA, Local/Natl, Tabs, KTTV, KABC/Nightline",0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,6,11:30 AM,12:00 PM,4, Daily 9/16,0.5,Inside Courts,"GMA, Local/Natl, Tabs, KTTV, KABC/Nightline, Inside Courts",1
12/6/1996,,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,1,05:30 PM,07:00 PM,2, Sat Wkly,1.5,Natl/Local,Natl/Local,0
12/6/1996,,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,2,05:30 PM,08:00 PM,2, Sun Wkly,2.5,Natl/Local/60 Min,"Natl/Local, Natl/Local/60 Min",0
12/6/1996,,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,3,01:00 AM,02:00 AM,28, Tue AM 12/9/1996,1,Charlie Rose,"Natl/Local, Natl/Local/60 Min, Charlie Rose",0
12/6/1996,,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,4,11:00 PM,12:00 AM,28,Tue 12/10/1996,1,Charlie Rose,"Natl/Local, Natl/Local/60 Min, Charlie Rose, Charlie Rose",0
12/6/1996,,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,5,11:00 PM,12:00 AM,28,Thur 12/12/1996,1,Charlie Rose,"Natl/Local, Natl/Local/60 Min, Charlie Rose, Charlie Rose, Charlie Rose",0
12/6/1996,,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,6,03:00 PM,04:00 PM,7,Wed 12/11/1996,1,Oprah (cap punishment),"Natl/Local, Natl/Local/60 Min, Charlie Rose, Charlie Rose, Charlie Rose, Oprah (cap punishment)",1
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,1,04:30 PM,08:00 PM,CNN, Daily,3.5,CR/News/IP/LK/News,CR/News/IP/LK/News,0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,2,12:00 PM,01:30 PM,CNN, Daily,1.5,Talkback/IP,"CR/News/IP/LK/News, Talkback/IP",0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,3,09:30 AM,10:30 AM,CNN, Daily,1,Burden of Proof/News,"CR/News/IP/LK/News, Talkback/IP, Burden of Proof/News",0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,4,08:00 AM,08:30 AM,CNN, Sat,0.5,Sci-Tech News,"CR/News/IP/LK/News, Talkback/IP, Burden of Proof/News, Sci-Tech News",0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,7,03:30 PM,04:00 PM,CNN,Sun,0.5,Rel Srces,"CR/News/IP/LK/News, Talkback/IP, Burden of Proof/News, Sci-Tech News, Rel Srces",0
12/6/1996,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,8,06:00 PM,07:00 PM,CNN,Sun,1,CNN Presents,"CR/News/IP/LK/News, Talkback/IP, Burden of Proof/News, Sci-Tech News, Rel Srces, CNN Presents",1
12/6/1996,,,6,"2,4,7,11",,1,05:00 PM,07:00 PM,4, Sat Wkly,2,Local/Natl/McLaughlin,Local/Natl/McLaughlin,0
12/6/1996,,,6,"2,4,7,11",,2,05:00 PM,06:00 PM,4, Sun Wkly,1,Local/Natl,"Local/Natl/McLaughlin, Local/Natl",0
12/6/1996,,,6,"2,4,7,11",,3,07:00 PM,08:00 PM,4, Sun Wkly,1,Dateline NBC,"Local/Natl/McLaughlin, Local/Natl, Dateline NBC",0
12/6/1996,,,6,"2,4,7,11",,4,07:00 AM,08:00 AM,4, Sun Wkly,1,MTP,"Local/Natl/McLaughlin, Local/Natl, Dateline NBC, MTP",0
12/6/1996,,,6,"2,4,7,11",,5,09:00 AM,09:30 AM,2, Sun Wkly,0.5,FTN,"Local/Natl/McLaughlin, Local/Natl, Dateline NBC, MTP, FTN",0
12/6/1996,,,6,"2,4,7,11",,6,10:00 AM,11:00 AM,7, Sun Wkly,1,This Week,"Local/Natl/McLaughlin, Local/Natl, Dateline NBC, MTP, FTN, This Week",0
12/6/1996,,,6,"2,4,7,11",,7,08:00 PM,08:30 PM,11, Sat Wkly,0.5,Cops,"Local/Natl/McLaughlin, Local/Natl, Dateline NBC, MTP, FTN, This Week, Cops",0
12/6/1996,,,6,"2,4,7,11",,8,10:00 PM,11:00 PM,2, Thur Wkly,1,48 Hrs,"Local/Natl/McLaughlin, Local/Natl, Dateline NBC, MTP, FTN, This Week, Cops, 48 Hrs",1
12/6/1996,,,7,"2,4,7,11",,1,06:00 PM,07:00 PM,7,Sat Wkly,1,Local/Natl,Local/Natl,0
12/6/1996,,,7,"2,4,7,11",,2,05:30 PM,06:30 PM,7,Sun Wkly,1,Local/Natl,"Local/Natl, Local/Natl",0
12/6/1996,,,7,"2,4,7,11",,3,10:00 PM,11:00 PM,4,Tue Wkly,1,Dateline NBC,"Local/Natl, Local/Natl, Dateline NBC",0
12/6/1996,,,7,"2,4,7,11",,4,08:00 PM,10:00 PM,4,Fri Wkly,2,Uns Mys/Dateline NBC,"Local/Natl, Local/Natl, Dateline NBC, Uns Mys/Dateline NBC",0
12/6/1996,,,7,"2,4,7,11",,5,10:00 PM,11:00 PM,7,Fri Wkly,1,20/20,"Local/Natl, Local/Natl, Dateline NBC, Uns Mys/Dateline NBC, 20/20",0
12/6/1996,,,7,"2,4,7,11",,6,10:00 PM,11:00 PM,7,Wed Wkly,1,Prime Time Live,"Local/Natl, Local/Natl, Dateline NBC, Uns Mys/Dateline NBC, 20/20, Prime Time Live",0
12/6/1996,,,7,"2,4,7,11",,7,10:00 PM,11:00 PM,7,Thur Wkly,1,Turning Point,"Local/Natl, Local/Natl, Dateline NBC, Uns Mys/Dateline NBC, 20/20, Prime Time Live, Turning Point",1
26/12/1996,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,1,"2,5,9",,1,07:00 AM,09:00 AM,2, Daily,2,CBS AM,CBS AM,0
26/12/1996,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,1,"2,5,9",,2,04:00 PM,08:00 PM,2, Daily,4,Local/Natl/Tabs,"CBS AM, Local/Natl/Tabs",0
26/12/1996,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,1,"2,5,9",,3,10:00 PM,10:30 PM,5, Daily,0.5,KTLA,"CBS AM, Local/Natl/Tabs, KTLA",0
26/12/1996,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,1,"2,5,9",,4,11:00 PM,12:00 AM,2, Daily,1,CBS/Letterman,"CBS AM, Local/Natl/Tabs, KTLA, CBS/Letterman",0
26/12/1996,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,1,"2,5,9",,5,03:00 PM,04:00 PM,2,Daily,1,Geraldo,"CBS AM, Local/Natl/Tabs, KTLA, CBS/Letterman, Geraldo",1
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,2,"4,9",T-160 Daily,1,07:00 AM,09:00 AM,4,Daily,2,TODAY,TODAY,0
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,2,"4,9",T-160 Daily,2,04:00 PM,08:00 PM,4,Daily,4,Local/Natl/Tabs,"TODAY, Local/Natl/Tabs",0
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,2,"4,9",T-160 Daily,3,08:00 PM,08:30 PM,9,Daily,0.5,KCAL,"TODAY, Local/Natl/Tabs, KCAL",0
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,2,"4,9",T-160 Daily,4,10:00 PM,10:30 PM,9,Daily,0.5,KCAL,"TODAY, Local/Natl/Tabs, KCAL, KCAL",0
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,2,"4,9",T-160 Daily,5,11:00 PM,12:00 AM,4,Daily,1,KNBC/Leno,"TODAY, Local/Natl/Tabs, KCAL, KCAL, KNBC/Leno",1
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,1,07:00 AM,09:00 AM,7, Daily,2,GMA,GMA,0
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,2,04:00 PM,07:00 PM,7, Daily 9/3,3,Local/Natl,"GMA, Local/Natl",0
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,3,07:00 PM,08:00 PM,9, Daily,1,Tabs,"GMA, Local/Natl, Tabs",0
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,4,10:00 PM,10:30 PM,11, Daily,0.5,KTTV,"GMA, Local/Natl, Tabs, KTTV",0
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,5,11:00 PM,12:07 AM,7, Daily,1,KABC/Nightline,"GMA, Local/Natl, Tabs, KTTV, KABC/Nightline",0
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,6,11:30 AM,12:00 PM,4, Daily 9/16,0.5,Inside Courts,"GMA, Local/Natl, Tabs, KTTV, KABC/Nightline, Inside Courts",1
35425,12/27/1996,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,1,07:00 AM,09:00 AM,4,Daily,2,Today,Today,0
35425,12/27/1996,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,2,04:00 PM,08:00 PM,4,Daily,4,Local/Natl/Tabs,"Today, Local/Natl/Tabs",0
35425,12/27/1996,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,3,08:00 PM,08:30 PM,9,Daily,0.5,KCAL,"Today, Local/Natl/Tabs, KCAL",0
35425,12/27/1996,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,4,10:00 PM,10:30 PM,9,Daily,0.5,KCAL,"Today, Local/Natl/Tabs, KCAL, KCAL",0
35425,12/27/1996,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,5,11:00 PM,12:00 AM,4,Daily,1,KNBC/Leno,"Today, Local/Natl/Tabs, KCAL, KCAL, KNBC/Leno",1
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,1,04:30 PM,08:00 PM,CNN, Daily,3.5,CR/News/IP/LK/News,CR/News/IP/LK/News,0
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,2,12:00 PM,01:30 PM,CNN, Daily,1.5,Talkback/IP,"CR/News/IP/LK/News, Talkback/IP",0
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,3,09:30 AM,10:30 AM,CNN, Daily,1,Burden of Proof/News,"CR/News/IP/LK/News, Talkback/IP, Burden of Proof/News",0
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,4,08:00 AM,08:30 AM,CNN, Sat,0.5,Sci-Tech News,"CR/News/IP/LK/News, Talkback/IP, Burden of Proof/News, Sci-Tech News",0
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,7,03:30 PM,04:00 PM,CNN,Sun,0.5,Rel Srces,"CR/News/IP/LK/News, Talkback/IP, Burden of Proof/News, Sci-Tech News, Rel Srces",0
35425,12/27/1996,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,5,CNN,,8,06:00 PM,07:00 PM,CNN,Sun,1,CNN Presents,"CR/News/IP/LK/News, Talkback/IP, Burden of Proof/News, Sci-Tech News, Rel Srces, CNN Presents",1
35425,12/27/1996,,6,"2,4,7,11",,1,07:00 AM,09:00 AM,2,Daily,2,CBS AM,CBS AM,0
35425,12/27/1996,,6,"2,4,7,11",,2,04:00 PM,08:00 PM,2,Daily,4,Local/Natl/Tabs,"CBS AM, Local/Natl/Tabs",0
35425,12/27/1996,,6,"2,4,7,11",,3,10:00 PM,10:30 PM,5,Daily,0.5,KTLA,"CBS AM, Local/Natl/Tabs, KTLA",0
35425,12/27/1996,,6,"2,4,7,11",,4,11:00 PM,12:00 AM,2,Daily,1,KCBS/Letterman,"CBS AM, Local/Natl/Tabs, KTLA, KCBS/Letterman",0
35425,12/27/1996,,6,"2,4,7,11",,5,03:00 PM,04:00 PM,2,Daily,1,Geraldo,"CBS AM, Local/Natl/Tabs, KTLA, KCBS/Letterman, Geraldo",0
35425,12/27/1996,,6,"2,4,7,11",,6,10:00 AM,11:00 AM,7,Sun Wkly,1,This Week,"CBS AM, Local/Natl/Tabs, KTLA, KCBS/Letterman, Geraldo, This Week",0
35425,12/27/1996,,6,"2,4,7,11",,7,08:00 PM,08:30 PM,11,Sat Wkly,0.5,Cops,"CBS AM, Local/Natl/Tabs, KTLA, KCBS/Letterman, Geraldo, This Week, Cops",0
35425,12/27/1996,,6,"2,4,7,11",,8,10:00 PM,11:00 PM,2,Thur Wkly,1,48 Hrs,"CBS AM, Local/Natl/Tabs, KTLA, KCBS/Letterman, Geraldo, This Week, Cops, 48 Hrs",1
35425,12/27/1996,,7,"2,4,7,11",,1,07:00 AM,09:00 PM,7,Daily,2,GMA,GMA,0
35425,12/27/1996,,7,"2,4,7,11",,2,04:00 PM,07:00 PM,7,Daily 9/3/1996,3,Local/Natl,"GMA, Local/Natl",0
35425,12/27/1996,,7,"2,4,7,11",,3,07:00 PM,08:00 PM,9,Daily,1,Tabs,"GMA, Local/Natl, Tabs",0
35425,12/27/1996,,7,"2,4,7,11",,4,10:00 PM,10:30 PM,11,Daily,0.5,KTTV,"GMA, Local/Natl, Tabs, KTTV",0
35425,12/27/1996,,7,"2,4,7,11",,5,11:00 PM,12:07 AM,7,Daily,1,KABC/Nightline,"GMA, Local/Natl, Tabs, KTTV, KABC/Nightline",0
35425,12/27/1996,,7,"2,4,7,11",,6,11:30 AM,12:00 PM,4,Daily 9/16/1996,0.5,Inside Courts,"GMA, Local/Natl, Tabs, KTTV, KABC/Nightline, Inside Courts",0
35425,12/27/1996,,7,"2,4,7,11",,7,10:00 PM,11:00 PM,7,Thur Wkly,1,Turning Point,"GMA, Local/Natl, Tabs, KTTV, KABC/Nightline, Inside Courts, Turning Point",1
1/1/1997,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,1,"2,5,9",,1,07:00 AM,09:00 AM,2, Daily,2,CBS AM,CBS AM,0
1/1/1997,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,1,"2,5,9",,2,04:00 PM,08:00 PM,2, Daily,4,Local/Natl/Tabs,"CBS AM, Local/Natl/Tabs",0
1/1/1997,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,1,"2,5,9",,3,10:00 PM,10:30 PM,5, Daily,0.5,KTLA,"CBS AM, Local/Natl/Tabs, KTLA",0
1/1/1997,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,1,"2,5,9",,4,11:00 PM,12:00 AM,2, Daily,1,CBS/Letterman,"CBS AM, Local/Natl/Tabs, KTLA, CBS/Letterman",1
1/1/1997,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,2,"4,9",T-160 Daily,1,07:00 AM,09:00 AM,4,Daily,2,TODAY,TODAY,0
1/1/1997,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,2,"4,9",T-160 Daily,2,04:00 PM,08:00 PM,4,Daily,4,Local/Natl/Tabs,"TODAY, Local/Natl/Tabs",0
1/1/1997,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,2,"4,9",T-160 Daily,3,08:00 PM,08:30 PM,9,Daily,0.5,KCAL,"TODAY, Local/Natl/Tabs, KCAL",0
1/1/1997,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,2,"4,9",T-160 Daily,4,10:00 PM,10:30 PM,9,Daily,0.5,KCAL,"TODAY, Local/Natl/Tabs, KCAL, KCAL",0
1/1/1997,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,2,"4,9",T-160 Daily,5,11:00 PM,12:00 AM,4,Daily,1,KNBC/Leno,"TODAY, Local/Natl/Tabs, KCAL, KCAL, KNBC/Leno",1
1/1/1997,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,1,07:00 AM,09:00 AM,7, Daily,2,GMA,GMA,0
1/1/1997,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,2,04:00 PM,07:00 PM,7, Daily 9/3,3,Local/Natl,"GMA, Local/Natl",0
1/1/1997,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,3,07:00 PM,08:00 PM,9, Daily,1,Tabs,"GMA, Local/Natl, Tabs",0
1/1/1997,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,4,10:00 PM,10:30 PM,11, Daily,0.5,KTTV,"GMA, Local/Natl, Tabs, KTTV",0
1/1/1997,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,5,11:00 PM,12:07 AM,7, Daily,1,KABC/Nightline,"GMA, Local/Natl, Tabs, KTTV, KABC/Nightline",0
1/1/1997,,Change tapers daily; Mon-Thur: Use T-120's; on Fri use T-160's,3,"7,9,11",,6,11:30 AM,12:00 PM,4, Daily 9/16,0.5,Inside Courts,"GMA, Local/Natl, Tabs, KTTV, KABC/Nightline, Inside Courts",1
1/1/1997,,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,1,05:30 PM,07:00 PM,2, Sat Wkly,1.5,Natl/Local,Natl/Local,0
1/1/1997,,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,2,05:30 PM,08:00 PM,2, Sun Wkly,2.5,Natl/Local/60 Min,"Natl/Local, Natl/Local/60 Min",0
1/1/1997,,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,3,11:00 PM,12:00 AM,28,Mon,1,Charlie Rose,"Natl/Local, Natl/Local/60 Min, Charlie Rose",0
1/1/1997,,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,4,11:00 PM,12:00 AM,28,Tue,1,Charlie Rose,"Natl/Local, Natl/Local/60 Min, Charlie Rose, Charlie Rose",0
1/1/1997,,"Change tapes on Mon, Wed & Fri; Mon & Wed: Use T-120, On Fri Use T-160",4,"2,4,7,28",,5,11:00 PM,12:00 AM,28,Wed,1,Charlie Rose,"Natl/Local, Natl/Local/60 Min, Charlie Rose, Charlie Rose, Charlie Rose",0
